standard_code,version,frame,status,tier1_code,tier1_title,tier1_title_en,tier1_status,tier2_code,tier2_title,tier2_title_en,tier2_status,tier3_id,tier3_title,tier3_title_en,tier3_status,level_code,level_name,level_name_en,standard_type_code,standard_type_title,standard_group_code,standard_group_title,create_date,last_update,status_mapping,status_report
284,1,7,0,FLR,สาขาวิชาชีพธุรกิจจัดดอกไม้,None,0,None,None,None,None,838.0,อาชีพช่างจัดดอกไม้แบบไทย,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 15:05:29.357,2022-07-08 15:05:29.357,0,0
285,1,7,0,FLR,สาขาวิชาชีพธุรกิจจัดดอกไม้,None,0,None,None,None,None,838.0,อาชีพช่างจัดดอกไม้แบบไทย,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 15:05:32.650,2022-07-08 15:05:32.650,0,0
286,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRE,สาขางานก่อนพิมพ์,Pre-Printing,1,265.0,อาชีพช่างทำแม่พิมพ์ออฟเซต ,None,1,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:36.187,2022-07-08 15:05:36.187,0,0
287,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRE,สาขางานก่อนพิมพ์,Pre-Printing,1,264.0,อาชีพช่างทำแม่พิมพ์สกรีน ,None,1,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:38.410,2022-07-08 15:05:38.410,0,0
288,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,260.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานพับ ,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:40.020,2022-07-08 15:05:40.020,0,0
289,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,261.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานไสสันทากาว ,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:41.577,2022-07-08 15:05:41.577,0,0
290,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,258.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานทำเล่มปกอ่อน ,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:43.527,2022-07-08 15:05:43.527,0,0
291,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRE,สาขางานก่อนพิมพ์,Pre-Printing,1,266.0,อาชีพช่างออกแบบสิ่งพิมพ์ ,Printing Designer,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:45.937,2022-07-08 15:05:45.937,0,0
292,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRE,สาขางานก่อนพิมพ์,Pre-Printing,1,265.0,อาชีพช่างทำแม่พิมพ์ออฟเซต ,None,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:48.377,2022-07-08 15:05:48.377,0,0
293,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRE,สาขางานก่อนพิมพ์,Pre-Printing,1,264.0,อาชีพช่างทำแม่พิมพ์สกรีน ,None,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:50.203,2022-07-08 15:05:50.203,0,0
294,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,260.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานพับ ,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:51.917,2022-07-08 15:05:51.917,0,0
295,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,261.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานไสสันทากาว ,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:54.423,2022-07-08 15:05:54.423,0,0
296,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,258.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานทำเล่มปกอ่อน ,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:57.037,2022-07-08 15:05:57.037,0,0
297,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRE,สาขางานก่อนพิมพ์,Pre-Printing,1,266.0,อาชีพช่างออกแบบสิ่งพิมพ์ ,Printing Designer,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:05:59.270,2022-07-08 15:05:59.270,0,0
298,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,PRE,สาขางานก่อนพิมพ์,Pre-Printing,1,265.0,อาชีพช่างทำแม่พิมพ์ออฟเซต ,None,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:06:00.917,2022-07-08 15:06:00.917,0,0
299,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,260.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานพับ ,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:06:02.603,2022-07-08 15:06:02.603,0,0
300,1,7,1,PRT,สาขาวิชาชีพอุตสาหกรรมการพิมพ์,Printing Industry,1,AFP,สาขางานหลังพิมพ์,None,1,261.0,อาชีพช่างทำสิ่งพิมพ์สำเร็จงานออฟเซต – งานไสสันทากาว ,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 15:06:04.327,2022-07-08 15:06:04.327,0,0
