code,tpqi_code,tpqi_tier1_code,tpqi_tier2_code,tpqi_tier3_code,tpqi_level_code,tpqi_level_name,create_date,update_date,is_use
603,1996,ARC,ATE,562,16,ระดับ 6,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
604,1997,ARC,ATE,562,17,ระดับ 7,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
605,1998,ARC,ATE,563,17,ระดับ 7,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
606,1999,ARC,ATE,563,16,ระดับ 6,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
607,2000,ARC,SFA,571,15,ระดับ 5,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
608,2001,ARC,SFA,571,16,ระดับ 6,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
609,2002,ARC,SFA,570,15,ระดับ 5,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
610,2003,ARC,SFA,570,16,ระดับ 6,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
611,2004,ARC,SFA,571,14,ระดับ 4,2022-09-14 15:39:43.956757,2022-09-14 15:39:43.956757,1
612,2005,ARC,AEA,529,14,ระดับ 4,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
613,2006,ARC,AEA,529,15,ระดับ 5,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
614,2007,ARC,AEA,529,16,ระดับ 6,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
615,2008,ARC,ATE,562,15,ระดับ 5,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
616,2148,FPC,AGP,35,05,ชั้น 5,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
617,2149,STI,STE,333,12,ระดับ 2,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
618,2150,STI,STE,331,13,ระดับ 3,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
619,2151,STI,STE,330,13,ระดับ 3,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
620,2152,STI,STE,332,13,ระดับ 3,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
621,2153,STI,STE,333,14,ระดับ 4,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
622,2154,STI,STE,335,12,ระดับ 2,2022-09-14 15:39:43.957652,2022-09-14 15:39:43.957652,1
623,2155,STI,STE,334,12,ระดับ 2,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
624,2156,STI,STE,336,13,ระดับ 3,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
625,2157,STI,STE,336,14,ระดับ 4,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
626,2158,STI,STE,341,12,ระดับ 2,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
627,2159,STI,STE,338,13,ระดับ 3,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
628,2160,STI,STE,337,13,ระดับ 3,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
629,2161,STI,STE,339,13,ระดับ 3,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
630,2162,STI,STE,340,13,ระดับ 3,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
631,2163,STI,STE,341,14,ระดับ 4,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
632,2164,STI,STE,345,12,ระดับ 2,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
633,2165,STI,STE,343,13,ระดับ 3,2022-09-14 15:39:43.958651,2022-09-14 15:39:43.958651,1
634,2166,STI,STE,342,13,ระดับ 3,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
635,2167,STI,STE,344,13,ระดับ 3,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
636,2168,STI,STE,345,14,ระดับ 4,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
637,2201,SEC,BES,481,14,ระดับ 4,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
638,2203,SEC,BES,483,11,ระดับ 1,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
639,2205,SEC,BES,483,13,ระดับ 3,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
640,2206,SEC,PSA,484,14,ระดับ 4,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
641,2210,SEC,PSA,486,13,ระดับ 3,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
642,2232,ARC,AGE,530,12,ระดับ 2,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
643,2233,ARC,AGE,530,13,ระดับ 3,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
644,2234,ARC,AGE,549,13,ระดับ 3,2022-09-14 15:39:43.959651,2022-09-14 15:39:43.959651,1
645,2235,ARC,AGE,545,13,ระดับ 3,2022-09-14 15:39:43.960652,2022-09-14 15:39:43.960652,1
646,2236,ARC,AGE,547,13,ระดับ 3,2022-09-14 15:39:43.960652,2022-09-14 15:39:43.960652,1
647,2237,ARC,AGE,551,13,ระดับ 3,2022-09-14 15:39:43.960652,2022-09-14 15:39:43.960652,1
648,2238,ARC,AGE,530,14,ระดับ 4,2022-09-14 15:39:43.960652,2022-09-14 15:39:43.960652,1
649,2239,ARC,AGE,549,14,ระดับ 4,2022-09-14 15:39:43.960984,2022-09-14 15:39:43.960984,1
650,2240,ARC,AGE,545,14,ระดับ 4,2022-09-14 15:39:43.961099,2022-09-14 15:39:43.961099,1
651,2241,ARC,AGE,547,14,ระดับ 4,2022-09-14 15:39:43.961099,2022-09-14 15:39:43.961099,1
652,2242,ARC,AGE,551,14,ระดับ 4,2022-09-14 15:39:43.961099,2022-09-14 15:39:43.961099,1
653,2243,ARC,AGE,545,12,ระดับ 2,2022-09-14 15:39:43.961099,2022-09-14 15:39:43.961099,1
654,2244,ARC,AGE,549,12,ระดับ 2,2022-09-14 15:39:43.961099,2022-09-14 15:39:43.961099,1
655,2245,ARC,AGE,551,15,ระดับ 5,2022-09-14 15:39:43.961099,2022-09-14 15:39:43.961099,1
656,2246,ARC,AGE,551,16,ระดับ 6,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
657,2247,ARC,AGE,550,12,ระดับ 2,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
658,2248,ARC,AGE,546,12,ระดับ 2,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
659,2249,ARC,AGE,531,12,ระดับ 2,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
660,2250,ARC,AGE,550,13,ระดับ 3,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
661,2251,ARC,AGE,546,13,ระดับ 3,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
662,2252,ARC,AGE,531,13,ระดับ 3,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
663,2253,ARC,AGE,548,13,ระดับ 3,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
664,2254,ARC,AGE,552,13,ระดับ 3,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
665,2257,ARC,AGE,546,14,ระดับ 4,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
666,2259,ARC,AGE,552,14,ระดับ 4,2022-09-14 15:39:43.961652,2022-09-14 15:39:43.961652,1
667,2260,ARC,AGE,552,15,ระดับ 5,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
668,2353,LOG,FDD,1193,15,ระดับ 5,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
669,2354,LOG,FDD,1194,15,ระดับ 5,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
670,2355,LOG,FDD,1195,16,ระดับ 6,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
671,2356,LOG,FDD,1195,17,ระดับ 7,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
672,2357,LOG,FDD,1195,18,ระดับ 8,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
673,2358,LOG,FDD,1196,16,ระดับ 6,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
674,2359,LOG,FDD,1196,17,ระดับ 7,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
675,2360,LOG,FDD,1196,18,ระดับ 8,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
676,2361,LOG,FDD,1197,14,ระดับ 4,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
677,2362,LOG,FDD,1198,12,ระดับ 2,2022-09-14 15:39:43.962652,2022-09-14 15:39:43.962652,1
678,2363,LOG,FDD,1198,13,ระดับ 3,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
679,2364,LOG,FDD,1199,12,ระดับ 2,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
680,2365,LOG,FDD,1199,13,ระดับ 3,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
681,2366,LOG,FDD,1200,12,ระดับ 2,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
682,2367,LOG,FDD,1200,13,ระดับ 3,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
683,2368,LOG,WII,919,13,ระดับ 3,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
684,2369,LOG,WII,919,14,ระดับ 4,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
685,2370,LOG,WII,921,13,ระดับ 3,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
686,2371,LOG,WII,921,14,ระดับ 4,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
687,2372,LOG,WII,917,13,ระดับ 3,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
688,2373,LOG,WII,917,14,ระดับ 4,2022-09-14 15:39:43.963651,2022-09-14 15:39:43.963651,1
689,2374,LOG,WII,920,15,ระดับ 5,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
690,2375,LOG,WII,920,16,ระดับ 6,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
691,2376,LOG,WII,916,15,ระดับ 5,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
692,2377,LOG,WII,916,16,ระดับ 6,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
693,2378,LOG,WII,918,15,ระดับ 5,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
694,2379,LOG,WII,918,16,ระดับ 6,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
695,2380,LOG,EXX,1201,16,ระดับ 6,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
696,2381,LOG,EXX,1201,17,ระดับ 7,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
697,2382,LOG,EXX,1202,14,ระดับ 4,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
698,2383,LOG,EXX,1202,15,ระดับ 5,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
699,2384,LOG,EXX,1203,13,ระดับ 3,2022-09-14 15:39:43.964651,2022-09-14 15:39:43.964651,1
700,2385,LOG,TRM,931,12,ระดับ 2,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
701,2386,LOG,TRM,932,12,ระดับ 2,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
702,2387,LOG,TRM,933,12,ระดับ 2,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
703,2388,LOG,TRM,934,12,ระดับ 2,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
704,2389,LOG,TRM,935,13,ระดับ 3,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
705,2390,LOG,TRM,935,14,ระดับ 4,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
706,2397,HLT,PHS,725,12,ระดับ 2,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
707,2402,AVT,GDI,412,13,ระดับ 3,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
708,2403,AVT,GDI,412,14,ระดับ 4,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
709,2404,AVT,GDI,412,15,ระดับ 5,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
710,2405,AVT,GDI,413,13,ระดับ 3,2022-09-14 15:39:43.965651,2022-09-14 15:39:43.965651,1
711,2406,AVT,GDI,413,14,ระดับ 4,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
712,2407,AVT,GDI,413,15,ระดับ 5,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
713,2452,FPC,MPD,50,12,ระดับ 2,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
714,2453,FPC,MPD,50,13,ระดับ 3,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
715,2454,FPC,MPD,50,14,ระดับ 4,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
716,2455,FPC,MPD,50,15,ระดับ 5,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
717,2456,FPC,MPD,49,12,ระดับ 2,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
718,2457,FPC,MPD,49,13,ระดับ 3,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
719,2458,FPC,MPD,49,14,ระดับ 4,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
720,2459,FPC,MPD,49,15,ระดับ 5,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
721,2460,FPC,MPD,51,13,ระดับ 3,2022-09-14 15:39:43.966652,2022-09-14 15:39:43.966652,1
722,2461,FPC,MPD,51,14,ระดับ 4,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
723,2462,FPC,MPD,51,15,ระดับ 5,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
724,2463,FPC,MPD,47,13,ระดับ 3,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
725,2464,FPC,MPD,47,14,ระดับ 4,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
726,2465,FPC,MPD,47,15,ระดับ 5,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
727,2466,FPC,MPD,48,16,ระดับ 6,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
728,2467,FPC,FID,44,14,ระดับ 4,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
729,2468,FPC,FID,43,15,ระดับ 5,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
730,2469,FPC,FID,43,16,ระดับ 6,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
731,2479,RES,ASA,839,11,ระดับ 1,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
732,2480,RES,ASA,839,12,ระดับ 2,2022-09-14 15:39:43.967651,2022-09-14 15:39:43.967651,1
733,2481,RES,ASA,839,13,ระดับ 3,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
734,2482,RES,ASA,839,14,ระดับ 4,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
735,2483,RES,ASA,839,15,ระดับ 5,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
736,2484,RES,ASA,839,16,ระดับ 6,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
737,2485,RES,ASA,839,17,ระดับ 7,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
738,2486,RES,RAE,463,13,ระดับ 3,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
739,2487,RES,RAE,463,14,ระดับ 4,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
740,2488,RES,RAE,463,15,ระดับ 5,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
741,2489,RES,RAE,463,16,ระดับ 6,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
742,2490,RES,RAE,462,13,ระดับ 3,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
743,2491,RES,RAE,462,14,ระดับ 4,2022-09-14 15:39:43.968651,2022-09-14 15:39:43.968651,1
744,2492,RES,RAE,462,15,ระดับ 5,2022-09-14 15:39:43.969654,2022-09-14 15:39:43.969654,1
745,2493,RES,RAE,462,16,ระดับ 6,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
746,2494,RES,RAE,464,13,ระดับ 3,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
747,2495,RES,RAE,464,14,ระดับ 4,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
748,2496,RES,RPD,465,14,ระดับ 4,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
749,2497,RES,RPD,465,15,ระดับ 5,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
750,2498,RES,RPD,465,16,ระดับ 6,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
751,2499,RES,RPM,469,13,ระดับ 3,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
752,2500,RES,RPM,469,14,ระดับ 4,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
753,2501,RES,RPM,469,16,ระดับ 6,2022-09-14 15:39:43.969724,2022-09-14 15:39:43.969724,1
754,2502,RES,RPM,469,15,ระดับ 5,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
755,2503,RES,RPM,468,13,ระดับ 3,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
756,2504,RES,RPM,468,14,ระดับ 4,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
757,2505,RES,RPM,468,15,ระดับ 5,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
758,2506,RES,RPM,468,16,ระดับ 6,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
759,2507,RES,RPM,470,13,ระดับ 3,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
760,2508,RES,RPM,470,14,ระดับ 4,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
761,2509,RES,RPM,470,15,ระดับ 5,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
762,2510,RES,RPM,470,16,ระดับ 6,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
763,2511,RES,RPM,466,13,ระดับ 3,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
764,2512,RES,RPM,466,14,ระดับ 4,2022-09-14 15:39:43.970653,2022-09-14 15:39:43.970653,1
765,2513,RES,RPM,466,15,ระดับ 5,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
766,2514,RES,RPM,467,13,ระดับ 3,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
767,2515,RES,RPM,467,14,ระดับ 4,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
768,2516,RES,RPM,467,15,ระดับ 5,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
769,2517,PRT,PRE,266,12,ระดับ 2,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
770,2518,PRT,PRE,266,13,ระดับ 3,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
771,2519,PRT,PRE,266,14,ระดับ 4,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
772,2520,PRT,PRE,266,15,ระดับ 5,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
773,2521,PRT,PRE,264,11,ระดับ 1,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
774,2522,PRT,PRE,264,12,ระดับ 2,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
775,2523,PRT,PRE,264,13,ระดับ 3,2022-09-14 15:39:43.971652,2022-09-14 15:39:43.971652,1
776,2524,PRT,PRE,264,14,ระดับ 4,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
777,2525,PRT,PRE,265,11,ระดับ 1,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
778,2526,PRT,PRE,265,12,ระดับ 2,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
779,2527,PRT,PRE,265,13,ระดับ 3,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
780,2528,PRT,PRE,265,14,ระดับ 4,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
781,2529,PRT,PRE,265,15,ระดับ 5,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
782,2530,PRT,PRS,272,11,ระดับ 1,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
783,2531,PRT,PRS,272,12,ระดับ 2,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
784,2532,PRT,PRS,272,13,ระดับ 3,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
785,2533,PRT,PRS,272,14,ระดับ 4,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
786,2534,PRT,PRS,272,15,ระดับ 5,2022-09-14 15:39:43.972652,2022-09-14 15:39:43.972652,1
787,2535,PRT,PRS,273,11,ระดับ 1,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
788,2536,PRT,PRS,273,12,ระดับ 2,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
789,2537,PRT,PRS,273,13,ระดับ 3,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
790,2538,PRT,PRS,273,14,ระดับ 4,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
791,2539,PRT,PRS,274,12,ระดับ 2,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
792,2540,PRT,PRS,274,13,ระดับ 3,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
793,2541,PRT,PRS,274,14,ระดับ 4,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
794,2542,PRT,PRS,275,12,ระดับ 2,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
795,2543,PRT,PRS,275,13,ระดับ 3,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
796,2544,PRT,PRS,275,14,ระดับ 4,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
797,2545,PRT,AFP,254,11,ระดับ 1,2022-09-14 15:39:43.973651,2022-09-14 15:39:43.973651,1
798,2546,PRT,AFP,254,12,ระดับ 2,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
799,2547,PRT,AFP,254,13,ระดับ 3,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
800,2548,PRT,AFP,255,14,ระดับ 4,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
801,2549,PRT,AFP,256,11,ระดับ 1,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
802,2550,PRT,AFP,256,12,ระดับ 2,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
803,2551,PRT,AFP,256,13,ระดับ 3,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
804,2552,PRT,AFP,257,11,ระดับ 1,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
805,2553,PRT,AFP,257,12,ระดับ 2,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
806,2554,PRT,AFP,257,13,ระดับ 3,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
807,2566,EVM,IWM,29,13,ระดับ 3,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
808,2567,EVM,IWM,29,14,ระดับ 4,2022-09-14 15:39:43.974651,2022-09-14 15:39:43.974651,1
809,2568,EVM,IWM,29,15,ระดับ 5,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
810,2569,EVM,IWM,947,12,ระดับ 2,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
811,2570,EVM,IWM,947,13,ระดับ 3,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
812,2571,EVM,IWM,947,14,ระดับ 4,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
813,2572,EVM,IWM,947,15,ระดับ 5,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
814,2573,EVM,IWM,948,14,ระดับ 4,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
815,2574,EVM,IWM,948,15,ระดับ 5,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
816,2575,EVM,IWM,24,12,ระดับ 2,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
817,2576,EVM,IWM,24,13,ระดับ 3,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
818,2577,EVM,IWM,24,14,ระดับ 4,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
819,2578,EVM,IWM,24,15,ระดับ 5,2022-09-14 15:39:43.975651,2022-09-14 15:39:43.975651,1
820,2579,CIP,CBD,1223,11,ระดับ 1,2022-09-14 15:39:43.976651,2022-09-14 15:39:43.976651,1
821,2580,CIP,CBD,1223,12,ระดับ 2,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
822,2581,CIP,CBD,1223,13,ระดับ 3,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
823,2582,CIP,CFB,1224,13,ระดับ 3,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
824,2583,CIP,CFB,1224,14,ระดับ 4,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
825,2584,CIP,CFB,1225,12,ระดับ 2,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
826,2585,CIP,CFB,1225,13,ระดับ 3,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
827,2586,CIP,CFB,1225,14,ระดับ 4,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
828,2587,CIP,CFB,1226,12,ระดับ 2,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
829,2588,CIP,CFB,1226,13,ระดับ 3,2022-09-14 15:39:43.976745,2022-09-14 15:39:43.976745,1
830,2589,CIP,CFB,1226,14,ระดับ 4,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
831,2590,CIP,CFB,1227,14,ระดับ 4,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
832,2591,CIP,WDP,1228,14,ระดับ 4,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
833,2592,CIP,WDP,1228,13,ระดับ 3,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
834,2594,CIP,WDP,1549,11,ระดับ 1,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
835,2595,CIP,WDP,1549,12,ระดับ 2,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
836,2596,CIP,WDP,1549,13,ระดับ 3,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
837,2597,CIP,WDP,1549,14,ระดับ 4,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
838,2598,CIP,WDP,1549,15,ระดับ 5,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
839,2599,CIP,WDP,1550,11,ระดับ 1,2022-09-14 15:39:43.977652,2022-09-14 15:39:43.977652,1
