code,tpqi_code,tpqi_tier1_code,tpqi_tier2_code,tpqi_tier3_code,tpqi_level_code,tpqi_level_name,create_date,update_date,is_use
1202,3120,MLD,DMT,218,13,ระดับ 3,2022-09-14 15:39:44.011116,2022-09-14 15:39:44.011116,1
1203,3121,MLD,DMT,218,14,ระดับ 4,2022-09-14 15:39:44.011116,2022-09-14 15:39:44.011116,1
1204,3122,MLD,DMT,1729,12,ระดับ 2,2022-09-14 15:39:44.011116,2022-09-14 15:39:44.011116,1
1205,3123,MLD,DMT,1729,13,ระดับ 3,2022-09-14 15:39:44.011116,2022-09-14 15:39:44.011116,1
1206,3124,MLD,DMT,220,13,ระดับ 3,2022-09-14 15:39:44.011116,2022-09-14 15:39:44.011116,1
1207,3125,MLD,DMT,220,14,ระดับ 4,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1208,3126,MLD,DMT,220,15,ระดับ 5,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1209,3127,MLD,DMT,221,13,ระดับ 3,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1210,3128,MLD,DMT,221,14,ระดับ 4,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1211,3129,MLD,DMT,221,15,ระดับ 5,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1212,3130,MLD,DMT,1730,12,ระดับ 2,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1213,3131,MLD,DMT,1730,13,ระดับ 3,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1214,3132,MLD,DMT,1730,14,ระดับ 4,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1215,3133,MLD,DMT,1730,15,ระดับ 5,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1216,3134,MLD,DMT,223,12,ระดับ 2,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1217,3135,MLD,DMT,223,13,ระดับ 3,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1218,3136,MLD,DMT,223,14,ระดับ 4,2022-09-14 15:39:44.011652,2022-09-14 15:39:44.011652,1
1219,3137,MLD,DMT,223,15,ระดับ 5,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1220,3141,MLD,DMT,225,12,ระดับ 2,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1221,3142,MLD,DMT,225,13,ระดับ 3,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1222,3143,MLD,DMT,225,14,ระดับ 4,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1223,3144,MLD,DMT,225,15,ระดับ 5,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1224,3145,MLD,FIX,226,14,ระดับ 4,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1225,3146,MLD,FIX,226,15,ระดับ 5,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1226,3147,MLD,FIX,227,14,ระดับ 4,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1227,3148,MLD,FIX,227,15,ระดับ 5,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1228,3149,MLD,JIF,228,13,ระดับ 3,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1229,3150,MLD,JIF,228,14,ระดับ 4,2022-09-14 15:39:44.012651,2022-09-14 15:39:44.012651,1
1230,3151,MLD,JIF,228,15,ระดับ 5,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1231,3152,MLD,JIF,229,13,ระดับ 3,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1232,3153,MLD,JIF,229,14,ระดับ 4,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1233,3154,MLD,JIF,229,15,ระดับ 5,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1234,3155,MLD,MPT,1731,12,ระดับ 2,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1235,3156,MLD,MPT,1731,13,ระดับ 3,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1236,3157,MLD,MPT,231,13,ระดับ 3,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1237,3158,MLD,MPT,231,14,ระดับ 4,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1238,3159,MLD,MPT,232,13,ระดับ 3,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1239,3160,MLD,MPT,232,14,ระดับ 4,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1240,3161,MLD,MPT,232,15,ระดับ 5,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1241,3162,MLD,MPT,1732,12,ระดับ 2,2022-09-14 15:39:44.013652,2022-09-14 15:39:44.013652,1
1242,3163,MLD,MPT,1732,13,ระดับ 3,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1243,3164,MLD,MPT,1732,14,ระดับ 4,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1244,3165,MLD,MPT,1732,15,ระดับ 5,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1245,3166,MLD,MPT,234,12,ระดับ 2,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1246,3167,MLD,MPT,234,13,ระดับ 3,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1247,3168,MLD,MPT,234,14,ระดับ 4,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1248,3169,MLD,MPT,234,15,ระดับ 5,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1249,3170,MLD,MPT,235,12,ระดับ 2,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1250,3171,MLD,MPT,235,13,ระดับ 3,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1251,3172,MLD,MPT,235,14,ระดับ 4,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1252,3173,MLD,MPT,235,15,ระดับ 5,2022-09-14 15:39:44.014651,2022-09-14 15:39:44.014651,1
1253,3174,MLD,MPT,236,13,ระดับ 3,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1254,3175,MLD,MPT,236,14,ระดับ 4,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1255,3176,MLD,MPT,236,15,ระดับ 5,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1256,3177,MLD,MPT,237,12,ระดับ 2,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1257,3178,MLD,MPT,237,13,ระดับ 3,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1258,3179,MLD,MPT,237,14,ระดับ 4,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1259,3180,MLD,MPT,237,15,ระดับ 5,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1260,3181,MLD,MPT,238,12,ระดับ 2,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1261,3182,MLD,MPT,238,13,ระดับ 3,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1262,3183,MLD,MPT,238,14,ระดับ 4,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1263,3184,MLD,MPT,238,15,ระดับ 5,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1264,3185,MLD,RBB,239,13,ระดับ 3,2022-09-14 15:39:44.015651,2022-09-14 15:39:44.015651,1
1265,3186,MLD,RBB,239,14,ระดับ 4,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1266,3187,MLD,RBB,240,13,ระดับ 3,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1267,3188,MLD,RBB,240,14,ระดับ 4,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1268,3189,MLD,RBB,240,15,ระดับ 5,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1269,3190,MLD,RBB,241,12,ระดับ 2,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1270,3191,MLD,RBB,241,13,ระดับ 3,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1271,3192,MLD,RBB,241,14,ระดับ 4,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1272,3193,MLD,RBB,241,15,ระดับ 5,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1273,3194,MLD,RBB,242,12,ระดับ 2,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1274,3195,MLD,RBB,242,13,ระดับ 3,2022-09-14 15:39:44.016731,2022-09-14 15:39:44.016731,1
1275,3196,MLD,RBB,242,14,ระดับ 4,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1276,3197,MLD,RBB,242,15,ระดับ 5,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1277,3198,ASV,CAR,1765,11,ระดับ 1,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1278,3199,ASV,CAR,1766,12,ระดับ 2,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1279,3200,ASV,CAR,1767,12,ระดับ 2,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1280,3201,ASV,CAR,1768,11,ระดับ 1,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1281,3202,ASV,CAR,1768,12,ระดับ 2,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1282,3203,ASV,CAR,1768,13,ระดับ 3,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1283,3204,ASV,CAR,1768,14,ระดับ 4,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1284,3205,ASV,CAR,1769,11,ระดับ 1,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1285,3206,ASV,CAR,1769,12,ระดับ 2,2022-09-14 15:39:44.017652,2022-09-14 15:39:44.017652,1
1286,3207,ASV,CAR,1769,13,ระดับ 3,2022-09-14 15:39:44.018651,2022-09-14 15:39:44.018651,1
1287,3208,ASV,CAR,1769,14,ระดับ 4,2022-09-14 15:39:44.018651,2022-09-14 15:39:44.018651,1
1288,3209,ASV,CAR,1770,12,ระดับ 2,2022-09-14 15:39:44.018651,2022-09-14 15:39:44.018651,1
1289,3210,ASV,CAR,1770,13,ระดับ 3,2022-09-14 15:39:44.018651,2022-09-14 15:39:44.018651,1
1290,3211,ASV,CAR,1771,12,ระดับ 2,2022-09-14 15:39:44.018651,2022-09-14 15:39:44.018651,1
1291,3212,ASV,CAR,1771,13,ระดับ 3,2022-09-14 15:39:44.018651,2022-09-14 15:39:44.018651,1
1292,3213,ASV,CAR,1772,12,ระดับ 2,2022-09-14 15:39:44.018651,2022-09-14 15:39:44.018651,1
1293,3214,ASV,CAR,1772,13,ระดับ 3,2022-09-14 15:39:44.019267,2022-09-14 15:39:44.019267,1
1294,3215,ASV,CAR,1773,12,ระดับ 2,2022-09-14 15:39:44.019267,2022-09-14 15:39:44.019267,1
1295,3216,ASV,CAR,1773,13,ระดับ 3,2022-09-14 15:39:44.019267,2022-09-14 15:39:44.019267,1
1296,3217,ASV,CAR,1774,12,ระดับ 2,2022-09-14 15:39:44.019267,2022-09-14 15:39:44.019267,1
1297,3218,ASV,CAR,1774,13,ระดับ 3,2022-09-14 15:39:44.019267,2022-09-14 15:39:44.019267,1
1298,3219,ASV,CAR,1775,12,ระดับ 2,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1299,3220,ASV,CAR,1775,13,ระดับ 3,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1300,3221,ASV,CAR,1776,12,ระดับ 2,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1301,3222,ASV,CAR,1776,13,ระดับ 3,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1302,3223,ASV,CAR,1777,12,ระดับ 2,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1303,3224,ASV,CAR,1777,13,ระดับ 3,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1304,3225,ASV,CAR,1778,13,ระดับ 3,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1305,3226,ASV,CAR,1778,14,ระดับ 4,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1306,3227,ASV,BUS,1779,12,ระดับ 2,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1307,3228,ASV,BUS,1779,13,ระดับ 3,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1308,3229,ASV,BUS,1780,13,ระดับ 3,2022-09-14 15:39:44.019652,2022-09-14 15:39:44.019652,1
1309,3230,ASV,BUS,1781,13,ระดับ 3,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1310,3231,ASV,BUS,1782,12,ระดับ 2,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1311,3232,ASV,BUS,1782,13,ระดับ 3,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1312,3233,ASV,BUS,1783,12,ระดับ 2,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1313,3234,ASV,BUS,1783,13,ระดับ 3,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1314,3236,ASV,BUS,1784,13,ระดับ 3,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1315,3237,ASV,BUS,1785,13,ระดับ 3,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1316,3238,ASV,MTB,1786,12,ระดับ 2,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1317,3239,ASV,MTB,1787,12,ระดับ 2,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1318,3240,ASV,MTB,1787,13,ระดับ 3,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1319,3241,ASV,SAL,1733,12,ระดับ 2,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1320,3242,ASV,SAL,1733,13,ระดับ 3,2022-09-14 15:39:44.020654,2022-09-14 15:39:44.020654,1
1321,3243,ASV,SAL,1734,13,ระดับ 3,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1322,3244,ASV,SAL,1735,12,ระดับ 2,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1323,3245,ASV,SAL,1735,13,ระดับ 3,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1324,3246,ASV,SAL,1736,13,ระดับ 3,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1325,3247,ASV,SAL,1736,14,ระดับ 4,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1326,3263,MAH,HT,1737,12,ระดับ 2,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1327,3264,MAH,HT,1737,13,ระดับ 3,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1328,3265,MAH,HT,1737,14,ระดับ 4,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1329,3266,MAH,HT,1738,12,ระดับ 2,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1330,3267,MAH,HT,1738,13,ระดับ 3,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1331,3268,MAH,HT,1738,14,ระดับ 4,2022-09-14 15:39:44.021652,2022-09-14 15:39:44.021652,1
1332,3269,MAH,HT,1738,15,ระดับ 5,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1333,3270,MAH,HT,1739,15,ระดับ 5,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1334,3271,MAH,HT,1739,16,ระดับ 6,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1335,3272,MAH,EP,1740,12,ระดับ 2,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1336,3273,MAH,EP,1740,13,ระดับ 3,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1337,3274,MAH,EP,1740,14,ระดับ 4,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1338,3275,MAH,EP,1741,12,ระดับ 2,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1339,3276,MAH,EP,1741,13,ระดับ 3,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1340,3277,MAH,EP,1741,14,ระดับ 4,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1341,3278,MAH,EP,1741,15,ระดับ 5,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1342,3279,MAH,EP,1742,14,ระดับ 4,2022-09-14 15:39:44.022651,2022-09-14 15:39:44.022651,1
1343,3280,MAH,EP,1742,15,ระดับ 5,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1344,3281,MAH,EP,1742,16,ระดับ 6,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1345,3282,SEC,VGP,489,12,ระดับ 2,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1346,3283,SEC,VGP,489,13,ระดับ 3,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1347,3284,SEC,VGP,487,14,ระดับ 4,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1348,3285,SEC,VGP,488,15,ระดับ 5,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1349,3286,DPM,EMP,1743,11,ระดับ 1,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1350,3287,DPM,EMP,1743,12,ระดับ 2,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1351,3288,DPM,EMP,1743,13,ระดับ 3,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1352,3289,DPM,EMP,1743,14,ระดับ 4,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1353,3290,DPM,EMP,1743,15,ระดับ 5,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1354,3291,DPM,EMP,1743,16,ระดับ 6,2022-09-14 15:39:44.023651,2022-09-14 15:39:44.023651,1
1355,3292,DPM,EMP,1744,17,ระดับ 7,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1356,3293,DPM,EMP,1745,18,ระดับ 8,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1357,3294,DPM,RES,1746,11,ระดับ 1,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1358,3295,DPM,RES,1746,12,ระดับ 2,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1359,3296,DPM,RES,1746,13,ระดับ 3,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1360,3297,DPM,RES,1746,14,ระดับ 4,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1361,3298,DPM,RES,1746,15,ระดับ 5,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1362,3299,DPM,RES,1746,16,ระดับ 6,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1363,3300,DPM,RES,1747,17,ระดับ 7,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1364,3301,DPM,RES,1748,18,ระดับ 8,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1365,3302,DPM,FIR,1749,11,ระดับ 1,2022-09-14 15:39:44.024651,2022-09-14 15:39:44.024651,1
1366,3303,DPM,FIR,1749,12,ระดับ 2,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1367,3304,DPM,FIR,1749,13,ระดับ 3,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1368,3305,DPM,FIR,1749,14,ระดับ 4,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1369,3306,DPM,FIR,1749,15,ระดับ 5,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1370,3307,DPM,FIR,1749,16,ระดับ 6,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1371,3308,DPM,FIR,1750,17,ระดับ 7,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1372,3309,DPM,FIR,1751,18,ระดับ 8,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1373,3310,PUM,WOM,329,11,ระดับ 1,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1374,3311,PUM,WOM,329,12,ระดับ 2,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1375,3312,PUM,WOM,329,13,ระดับ 3,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1376,3313,PUM,WOM,1752,15,ระดับ 5,2022-09-14 15:39:44.025651,2022-09-14 15:39:44.025651,1
1377,3314,PUM,WOM,328,12,ระดับ 2,2022-09-14 15:39:44.026652,2022-09-14 15:39:44.026652,1
1378,3315,PUM,WOM,328,13,ระดับ 3,2022-09-14 15:39:44.026652,2022-09-14 15:39:44.026652,1
1379,3316,PUM,WOM,328,14,ระดับ 4,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1380,3317,PUM,WOM,1753,15,ระดับ 5,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1381,3318,PUM,WOM,322,11,ระดับ 1,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1382,3319,PUM,WOM,322,12,ระดับ 2,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1383,3320,PUM,WOM,322,13,ระดับ 3,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1384,3321,PUM,WOM,322,14,ระดับ 4,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1385,3322,PUM,WOM,326,15,ระดับ 5,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1386,3323,PUM,WOM,323,13,ระดับ 3,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1387,3324,PUM,WOM,323,14,ระดับ 4,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1388,3325,PUM,WOM,321,11,ระดับ 1,2022-09-14 15:39:44.026753,2022-09-14 15:39:44.026753,1
1389,3326,PUM,WOM,321,12,ระดับ 2,2022-09-14 15:39:44.027652,2022-09-14 15:39:44.027652,1
1390,3327,PUM,WOM,321,13,ระดับ 3,2022-09-14 15:39:44.027770,2022-09-14 15:39:44.027770,1
1391,3328,PUM,WOM,325,15,ระดับ 5,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1392,3329,PUM,WOM,327,12,ระดับ 2,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1393,3330,PUM,WOM,327,13,ระดับ 3,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1394,3331,PUM,WOM,320,12,ระดับ 2,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1395,3332,PUM,WOM,320,13,ระดับ 3,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1396,3333,PUM,WOM,324,16,ระดับ 6,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1397,3341,EET,EEI,1757,13,ระดับ 3,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1398,3342,EET,EEI,1757,14,ระดับ 4,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1399,3343,EET,EEI,1757,15,ระดับ 5,2022-09-14 15:39:44.027883,2022-09-14 15:39:44.027883,1
1400,3344,EET,EEI,1758,13,ระดับ 3,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1401,3345,EET,EEI,1758,14,ระดับ 4,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1402,3346,EET,EEI,1758,15,ระดับ 5,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1403,3347,EET,EEI,1759,13,ระดับ 3,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1404,3348,EET,EEI,1759,14,ระดับ 4,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1405,3349,EET,EEI,1759,15,ระดับ 5,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1406,3350,EET,EEI,1760,13,ระดับ 3,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1407,3351,EET,EEI,1760,14,ระดับ 4,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1408,3352,EET,EEI,1760,15,ระดับ 5,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1409,3353,EET,EEI,1761,13,ระดับ 3,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1410,3354,EET,EEI,1761,14,ระดับ 4,2022-09-14 15:39:44.028652,2022-09-14 15:39:44.028652,1
1411,3355,EET,EEI,1761,15,ระดับ 5,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1412,3356,EET,EEI,1761,16,ระดับ 6,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1413,3357,EET,ETP,1762,13,ระดับ 3,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1414,3358,EET,ETP,1762,14,ระดับ 4,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1415,3359,EET,ETP,1762,15,ระดับ 5,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1416,3360,EET,EHC,1763,13,ระดับ 3,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1417,3361,EET,EHC,1763,14,ระดับ 4,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1418,3362,EET,EHC,1764,14,ระดับ 4,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1419,3363,CER,CRT,864,12,ระดับ 2,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1420,3364,CER,CRT,865,12,ระดับ 2,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1421,3365,CER,CRT,866,12,ระดับ 2,2022-09-14 15:39:44.029652,2022-09-14 15:39:44.029652,1
1422,3366,CER,CRT,867,13,ระดับ 3,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1423,3367,CER,CRT,868,13,ระดับ 3,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1424,3368,CER,CRT,869,13,ระดับ 3,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1425,3369,CER,CRT,863,14,ระดับ 4,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1426,3370,CER,CRT,862,15,ระดับ 5,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1427,3371,CER,CRT,870,14,ระดับ 4,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1428,3372,CER,CRT,870,15,ระดับ 5,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1429,3373,CER,CRT,870,16,ระดับ 6,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1430,3374,CER,CSW,871,12,ระดับ 2,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1431,3375,CER,CSW,872,12,ระดับ 2,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
1432,3376,CER,CSW,873,12,ระดับ 2,2022-09-14 15:39:44.030652,2022-09-14 15:39:44.030652,1
